file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,278,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,0
style.css,279,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,0
style.css,280,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,10
style.css,281,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,36
style.css,282,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,0
style.css,283,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,0
style.css,284,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,33
style.css,285,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,29
style.css,286,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,0
style.css,287,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,0
style.css,288,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,22
style.css,289,css,5a0630c8,Diego Osborn,2025-04-26,11:25:28,-07:00,2025-04-26T11:25:28-07:00,0,17
style.css,290,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,57
style.css,291,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,18
style.css,292,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,21
style.css,293,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,0
style.css,294,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,0
style.css,295,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,18
style.css,296,css,93d97741,Diego Osborn,2025-05-02,19:36:16,-07:00,2025-05-02T19:36:16-07:00,0,13
